condominio;quartos;suites;vagas;area;bairro;atualizacao;preco;distancia;pm2
500;1;1.0;1.0;44;6;0;900000;1.23;20454.55
400;1;1.0;1.0;33;6;60;1000000;99.0;30303.03
800;2;1.0;1.0;111;6;120;2300000;99.0;20720.72
600;2;1.0;1.0;55;6;0;1200000;1.35;21818.18
1700;2;1.0;1.0;90;6;0;2300000;1.41;25555.56
750;2;1.0;1.0;77;6;0;1400000;1.35;18181.82
1036;2;2.0;1.0;65;6;60;1200000;99.0;18461.54
1200;2;1.0;1.0;110;6;150;2200000;1.36;20000.0
1100;2;1.0;1.0;90;6;0;1890000;1.26;21000.0
894;2;0.0;1.0;70;6;270;1130000;1.25;16142.86
600;2;1.0;3.0;67;6;60;798000;1.27;11910.45
1370;2;1.0;1.0;70;6;0;1670000;1.46;23857.14
819;2;1.0;3.0;75;6;0;1390000;1.38;18533.33
1800;2;1.0;1.0;91;6;0;2500000;1.25;27472.53
600;2;1.0;1.0;103;6;240;1650000;1.34;16019.42
1200;2;1.0;2.0;111;6;240;2000000;1.49;18018.02
1100;2;2.0;1.0;90;6;330;1980000;40.83;22000.0
860;2;0.0;1.0;68;6;60;1600000;1.25;23529.41
900;2;1.0;1.0;91;6;60;1500000;1.37;16483.52
750;2;0.0;1.0;77;6;240;1400000;1.35;18181.82
1320;2;1.0;1.0;80;6;0;1940000;1.24;24250.0
500;2;1.0;1.0;85;6;0;3500000;1.38;41176.47
1300;2;1.0;1.0;104;6;240;2500000;1.33;24038.46
1070;2;1.0;1.0;72;6;30;920000;1.37;12777.78
900;2;1.0;1.0;134;6;240;2200000;1.23;16417.91
650;2;1.0;1.0;70;6;0;700000;99.0;10000.0
1300;2;1.0;1.0;66;6;330;1365000;1.24;20681.82
1050;2;1.0;1.0;70;6;30;1290000;99.0;18428.57
1100;2;1.0;1.0;68;6;240;950000;1.29;13970.59
1200;2;1.0;1.0;73;6;0;1400000;1.25;19178.08
800;2;1.0;1.0;81;6;0;1650000;90.91;20370.37
660;2;1.0;1.0;85;6;0;1300000;99.0;15294.12
4400;3;3.0;4.0;330;6;60;8250000;99.0;25000.0
1659;3;3.0;1.0;110;6;0;2350000;1.27;21363.64
500;3;2.0;1.0;90;6;0;1350000;99.0;15000.0
1700;3;1.0;1.0;123;6;0;1990000;1.24;16178.86
1200;3;1.0;1.0;120;6;60;1700000;99.0;14166.67
2800;3;2.0;2.0;160;6;30;6800000;99.0;42500.0
1350;3;1.0;1.0;96;6;30;2300000;1.3;23958.33
800;3;1.0;1.0;100;6;30;1700000;1.26;17000.0
750;3;1.0;1.0;100;6;150;1200000;1.37;12000.0
2280;3;1.0;2.0;140;6;0;2500000;99.0;17857.14
2250;3;2.0;2.0;115;6;0;2600000;40.83;22608.7
1288;3;1.0;1.0;100;6;0;2100000;40.83;21000.0
2520;3;1.0;1.0;130;6;0;2250000;1.34;17307.69
1350;3;1.0;1.0;96;6;30;2420000;1.3;25208.33
3080;3;1.0;2.0;156;6;0;3400000;1.4;21794.87
1100;3;1.0;1.0;190;6;0;3300000;90.91;17368.42
1100;3;3.0;4.0;110;6;0;1199000;1.46;10900.0
3200;3;1.0;2.0;145;6;660;5990000;1.36;41310.34
4000;3;1.0;2.0;160;6;0;5900000;1.3;36875.0
1190;3;1.0;1.0;110;6;240;2500000;1.36;22727.27
1400;3;2.0;1.0;110;6;240;2100000;1.35;19090.91
1042;3;1.0;1.0;87;6;240;1200000;1.25;13793.1
1000;3;1.0;1.0;90;6;30;1700000;1.24;18888.89
1300;3;1.0;1.0;90;6;240;2350000;1.36;26111.11
1800;3;1.0;2.0;120;6;0;3000000;1.37;25000.0
1800;3;1.0;1.0;110;6;0;1980000;99.0;18000.0
2050;3;1.0;2.0;150;6;30;4750000;90.91;31666.67
900;3;1.0;2.0;135;6;360;2650000;1.39;19629.63
1550;3;1.0;1.0;110;6;0;1790000;1.36;16272.73
1124;3;1.0;1.0;145;6;240;2490000;1.26;17172.41
1200;3;1.0;1.0;88;6;240;1550000;1.34;17613.64
2600;3;1.0;1.0;115;6;300;2400000;1.24;20869.57
2300;3;1.0;2.0;100;6;510;3200000;90.91;32000.0
2000;3;1.0;1.0;150;6;240;4200000;1.26;28000.0
1270;3;1.0;2.0;107;6;0;1850000;99.0;17289.72
1500;3;1.0;1.0;130;6;240;2300000;1.35;17692.31
1110;3;2.0;1.0;85;6;240;1620000;1.34;19058.82
951;3;1.0;1.0;100;6;0;1800000;1.37;18000.0
1500;3;1.0;2.0;120;6;0;2900000;90.91;24166.67
1127;3;1.0;1.0;100;6;0;1950000;1.25;19500.0
598;1;1.0;1.0;56;7;90;450000;99.0;8035.71
681;1;1.0;1.0;48;7;60;435000;99.0;9062.5
395;1;1.0;1.0;52;7;0;369000;99.0;7096.15
330;1;1.0;1.0;38;7;60;389999;99.0;10263.13
120;1;1.0;1.0;45;7;90;290000;99.0;6444.44
264;1;1.0;1.0;35;7;60;380000;99.0;10857.14
520;1;1.0;1.0;60;7;0;419000;99.0;6983.33
806;1;1.0;1.0;63;7;60;290000;99.0;4603.17
500;1;1.0;1.0;46;7;60;365000;99.0;7934.78
489;1;1.0;1.0;44;7;0;400000;99.0;9090.91
620;1;1.0;1.0;61;7;0;380000;99.0;6229.51
520;1;1.0;1.0;50;7;0;329000;99.0;6580.0
600;1;1.0;1.0;88;7;450;445000;99.0;5056.82
650;1;1.0;1.0;60;7;0;460000;99.0;7666.67
655;1;1.0;1.0;50;7;0;400000;99.0;8000.0
360;1;1.0;1.0;30;7;0;370000;99.0;12333.33
266;1;1.0;1.0;57;7;60;340000;99.0;5964.91
700;1;1.0;1.0;45;7;0;340000;99.0;7555.56
600;1;1.0;1.0;50;7;270;360000;99.0;7200.0
450;1;1.0;1.0;40;7;0;339000;99.0;8475.0
120;1;1.0;1.0;50;7;0;300000;99.0;6000.0
500;1;0.0;0.0;54;7;30;365000;99.0;6759.26
380;1;1.0;1.0;58;7;0;394999;99.0;6810.33
495;1;1.0;1.0;89;7;0;494999;99.0;5561.79
420;1;1.0;1.0;50;7;0;340000;99.0;6800.0
500;1;1.0;1.0;38;7;0;249999;99.0;6578.92
300;1;1.0;1.0;41;7;0;320000;99.0;7804.88
430;1;1.0;1.0;30;7;0;220000;99.0;7333.33
715;1;0.0;1.0;64;7;0;370000;99.0;5781.25
480;1;1.0;1.0;48;7;0;340000;99.0;7083.33
760;2;1.0;1.0;80;7;30;445000;99.0;5562.5
645;2;1.0;1.0;74;7;0;540000;99.0;7297.3
190;2;1.0;1.0;63;7;0;400000;99.0;6349.21
800;2;1.0;1.0;72;7;210;595000;99.0;8263.89
750;2;1.0;1.0;63;7;0;670000;99.0;10634.92
600;2;1.0;1.0;76;7;570;390000;99.0;5131.58
770;2;2.0;1.0;82;7;0;515000;99.0;6280.49
350;2;1.0;1.0;77;7;0;480000;99.0;6233.77
300;2;1.0;1.0;56;7;0;320000;99.0;5714.29
620;2;2.0;1.0;74;7;630;446000;99.0;6027.03
600;2;1.0;1.0;75;7;0;539000;99.0;7186.67
785;2;1.0;1.0;85;7;90;550000;99.0;6470.59
850;2;1.0;1.0;75;7;0;455000;99.0;6066.67
540;2;1.0;1.0;78;7;0;490000;99.0;6282.05
744;2;1.0;1.0;84;7;0;600000;99.0;7142.86
270;2;1.0;1.0;68;7;0;400000;99.0;5882.35
900;2;1.0;1.0;70;7;0;330000;99.0;4714.29
300;2;1.0;1.0;70;7;0;319000;99.0;4557.14
720;2;2.0;1.0;64;7;0;479000;99.0;7484.38
813;2;1.0;1.0;71;7;0;530000;99.0;7464.79
885;2;1.0;1.0;78;7;0;580000;99.0;7435.9
840;2;1.0;1.0;76;7;0;780000;99.0;10263.16
480;2;1.0;1.0;80;7;0;630000;99.0;7875.0
720;2;1.0;0.0;75;7;0;440000;99.0;5866.67
475;2;1.0;1.0;84;7;0;630000;99.0;7500.0
1100;2;1.0;1.0;98;7;0;730000;99.0;7448.98
430;2;1.0;1.0;70;7;60;440000;99.0;6285.71
714;2;1.0;1.0;75;7;60;560000;99.0;7466.67
750;2;1.0;1.0;70;7;0;530000;99.0;7571.43
635;2;1.0;1.0;65;7;0;420000;99.0;6461.54
150;2;2.0;1.0;70;7;0;300000;99.0;4285.71
530;2;1.0;1.0;82;7;0;350000;99.0;4268.29
281;2;1.0;1.0;72;7;0;430000;99.0;5972.22
380;2;1.0;1.0;63;7;0;275000;99.0;4365.08
380;2;1.0;1.0;70;7;0;450000;99.0;6428.57
835;2;1.0;1.0;76;7;0;670000;99.0;8815.79
750;2;1.0;1.0;75;7;0;620000;99.0;8266.67
825;2;1.0;1.0;90;7;0;750000;99.0;8333.33
1200;2;1.0;1.0;70;7;0;700000;99.0;10000.0
500;2;1.0;1.0;65;7;270;440000;99.0;6769.23
621;2;1.0;1.0;90;7;0;530000;99.0;5888.89
712;2;1.0;1.0;75;7;0;630000;99.0;8400.0
810;2;2.0;1.0;95;7;330;490000;99.0;5157.89
600;3;1.0;1.0;80;7;0;650000;99.0;8125.0
1100;3;1.0;1.0;134;7;0;695000;99.0;5186.57
610;3;1.0;1.0;90;7;0;670000;99.0;7444.44
1050;3;1.0;1.0;93;7;0;800000;99.0;8602.15
840;3;1.0;1.0;110;7;690;760000;99.0;6909.09
890;3;1.0;2.0;139;7;0;1100000;99.0;7913.67
1300;3;2.0;2.0;108;7;690;400000;99.0;3703.7
400;3;0.0;1.0;80;7;0;490000;99.0;6125.0
1100;3;1.0;2.0;132;7;0;1300000;99.0;9848.48
300;3;2.0;2.0;90;7;30;380000;99.0;4222.22
835;3;1.0;1.0;100;7;120;660000;99.0;6600.0
550;3;1.0;1.0;96;7;60;530000;99.0;5520.83
1500;3;1.0;2.0;170;7;120;945000;99.0;5558.82
950;3;1.0;1.0;126;7;0;590000;99.0;4682.54
1350;3;1.0;2.0;160;7;0;1150000;99.0;7187.5
190;3;1.0;1.0;80;7;0;510000;99.0;6375.0
630;3;2.0;2.0;80;7;540;370000;99.0;4625.0
600;3;1.0;1.0;99;7;0;780000;99.0;7878.79
780;3;1.0;1.0;120;7;690;780000;99.0;6500.0
1068;3;1.0;1.0;95;7;0;795000;99.0;8368.42
900;3;1.0;1.0;92;7;0;680000;99.0;7391.3
480;3;1.0;3.0;142;7;0;600000;99.0;4225.35
588;3;1.0;1.0;98;7;120;1100000;99.0;11224.49
210;3;1.0;1.0;95;7;60;440000;99.0;4631.58
1370;3;1.0;2.0;130;7;0;1050000;99.0;8076.92
500;3;1.0;1.0;102;7;150;955000;99.0;9362.75
670;3;2.0;1.0;139;7;0;878000;99.0;6316.55
730;3;0.0;1.0;90;7;0;550000;99.0;6111.11
1000;3;1.0;2.0;125;7;870;825000;99.0;6600.0
1050;3;1.0;2.0;95;7;0;899000;99.0;9463.16
1100;3;1.0;2.0;110;7;0;850000;99.0;7727.27
850;3;1.0;2.0;118;7;30;850000;99.0;7203.39
1100;3;1.0;1.0;110;7;0;750000;99.0;6818.18
950;3;1.0;1.0;105;7;0;730000;99.0;6952.38
970;3;1.0;1.0;110;7;0;650000;99.0;5909.09
1336;3;2.0;1.0;120;7;30;850000;99.0;7083.33
900;3;1.0;1.0;90;7;0;860000;99.0;9555.56
880;3;1.0;1.0;100;7;0;800000;99.0;8000.0
870;3;1.0;1.0;100;7;30;580000;99.0;5800.0
400;3;1.0;1.0;92;7;0;480000;99.0;5217.39
686;3;0.0;1.0;105;7;0;490000;99.0;4666.67
450;3;1.0;1.0;72;7;0;435000;99.0;6041.67
1080;3;1.0;1.0;80;7;270;680000;99.0;8500.0
750;3;0.0;1.0;82;7;0;650000;99.0;7926.83
700;3;1.0;1.0;100;7;0;629900;99.0;6299.0
1850;3;1.0;2.0;166;7;330;1600000;99.0;9638.55
800;3;1.0;1.0;107;7;0;540000;99.0;5046.73
